Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy
Track 3875,Firefly Symphony,641282532,294177,Rock,2006,89,8,0.54,86,0.55,0.63,0.32
Track 92326,DJ Thunder,770067703,1651186,EDM,2005,56,89,0.84,38,0.4,0.27,0.21
Track 65553,Aurora Soundwave,348330627,3219793,Pop,2002,80,49,0.15,79,0.5,0.61,0.69
Track 12797,Neon Vortex,58437810,3892881,Metal,2004,59,26,0.63,39,0.82,0.35,0.7
Track 1886,DJ Thunder,219839831,1911238,Techno,2020,20,100,0.47,85,0.34,0.53,0.3
Track 61720,Luna Nova,72525528,3525296,House,2007,59,15,0.74,18,0.43,0.68,0.48
Track 26668,Aurora Soundwave,22320442,3861055,EDM,1991,76,69,-0.49,80,0.74,0.67,0.92
Track 20767,Horizon Flow,245371448,40767,Drum & Bass,2016,74,67,-0.53,92,0.63,0.12,0.12
Track 57551,Sofia Carter,678651852,1900426,Trap,1997,4,103,0.89,30,0.57,0.29,0.92
Track 13603,Bass Surge,568717463,4443226,Reggae,2004,51,58,-0.06,53,0.58,0.59,0.7
Track 31281,Bass Surge,535350581,920532,Techno,2006,80,48,0.08,14,0.9,0.79,0.71
Track 31918,ElectroPulse,11366107,4016262,R&B,2009,36,18,-0.36,1,0.33,0.67,0.4
Track 48680,Sofia Carter,479407030,2127261,Rock,2014,35,99,0.8,62,0.53,0.34,0.24
Track 49174,ElectroPulse,181603818,403045,Blues,1990,21,94,0.75,91,0.62,0.99,0.24
Track 42995,Aurora Soundwave,306568873,3179877,Indie,2009,80,55,0.34,85,0.49,0.65,0.66
Track 62255,Shadow Beats,765591939,2463917,Blues,2001,93,71,0.25,59,0.41,0.59,0.17
Track 92509,Jay Zenith,101045293,2970470,Lo-Fi,1992,70,43,0.96,5,0.75,0.82,0.24
Track 73482,The Midnight Howl,388687410,556719,Punk,2023,96,36,0.88,24,0.75,0.81,0.87
Track 24832,DJ Thunder,340416483,1122907,Trap,1996,20,23,0.94,97,0.2,0.13,0.2
Track 5481,The Midnight Howl,220651435,1985499,Trap,2008,48,55,0.53,17,0.1,0.14,0.39
Track 72538,Urban Rhapsody,503240584,2450298,Hip-Hop,2010,73,37,0.52,87,0.56,0.11,0.21
Track 9286,DJ Thunder,156172875,4546211,Punk,1991,66,52,-0.16,20,0.53,0.28,0.22
Track 43652,The Midnight Howl,770338227,1213343,Techno,1990,77,40,0.18,72,0.69,0.38,0.55
Track 27832,DJ Thunder,175206117,4234096,Lo-Fi,2022,39,69,-0.63,86,0.35,0.24,0.73
Track 77685,Jay Zenith,262282328,2866368,Jazz,1999,50,46,-0.35,41,0.7,1.0,0.63
Track 10330,Samantha Lee,62780854,3777823,Electronic,2012,70,32,-0.99,89,0.44,0.34,0.65
Track 4390,Luna Nova,217768196,3911543,Synthwave,2018,57,57,0.88,24,0.77,0.63,0.99
Track 49291,Luna Nova,379420318,2994220,Latin,1990,81,42,-0.03,40,0.93,0.46,0.47
Track 35745,Samantha Lee,200268403,4201245,Synthwave,2006,48,75,0.54,50,0.42,0.72,0.19
Track 53647,Celestial Harmony,677201263,2279347,Synthwave,2000,44,19,-0.36,29,0.51,0.56,0.42
Track 60272,Neon Vortex,348193119,3857643,Reggae,1994,20,60,0.32,42,0.17,0.7,0.54
Track 71061,Celestial Harmony,368876491,3386068,Folk,1996,23,91,-0.31,73,0.71,0.73,0.43
Track 52229,Urban Rhapsody,70664377,1792940,Rock,2024,81,32,0.24,32,0.37,0.96,0.53
Track 61654,Luna Nova,632508532,1282857,Blues,2003,5,26,0.64,54,0.75,0.65,0.45
Track 40689,Celestial Harmony,498466080,1502250,Synthwave,2012,61,93,0.04,54,0.85,0.36,0.1
Track 52768,Luna Nova,25999125,3141613,Synthwave,2019,10,77,-0.86,34,0.85,0.15,0.3
Track 36278,Ava & The Ocean,447389830,2756094,Indie,2003,11,43,0.55,42,0.43,0.35,0.21
Track 47069,The Midnight Howl,142169308,3394608,Indie,2005,83,70,-0.51,93,0.34,0.92,0.98
Track 81514,Sofia Carter,678302018,138744,Jazz,1990,24,87,0.1,91,0.76,0.21,0.51
Track 67882,Jay Zenith,767533546,3832225,Metal,1991,26,101,0.8,18,0.17,0.86,0.89
Track 53103,Sofia Carter,710459499,4455012,R&B,1998,44,90,0.49,81,0.32,0.02,0.68
Track 90396,Samantha Lee,466207395,628366,Indie,2005,28,83,0.65,39,0.99,0.36,0.85
Track 37610,Horizon Flow,391325352,2010823,Techno,2023,30,6,-0.67,2,0.79,0.17,0.61
Track 34667,Ava & The Ocean,683690227,2752491,Reggae,1997,81,2,-0.78,100,0.42,0.34,0.87
Track 51283,Liam Harper,148126322,4491391,Drum & Bass,2024,46,59,-0.23,100,0.36,0.63,0.86
Track 99992,Bass Surge,543870111,4748399,Hip-Hop,2002,34,68,0.42,30,0.35,0.14,0.6
Track 6324,Crimson Echo,591787942,258609,Techno,2015,98,74,-0.62,89,0.81,0.37,0.85
Track 15306,Jay Zenith,74430942,1601428,Electronic,2022,76,21,0.65,97,0.9,0.09,0.96
Track 56176,Liam Harper,568283755,4275199,K-Pop,2023,19,35,0.48,83,0.18,0.65,0.25
Track 24651,Sofia Carter,121845306,4066676,Indie,1992,43,59,-0.79,91,0.24,0.82,0.99
Track 46868,Ava & The Ocean,534624110,2450054,K-Pop,1993,72,77,-0.28,1,0.2,0.85,0.54
Track 19040,Liam Harper,785084028,4917266,K-Pop,2012,52,48,0.41,5,0.83,0.99,0.99
Track 41893,ElectroPulse,523687971,704225,Techno,2012,49,28,0.75,66,0.38,0.85,0.74
Track 53101,ElectroPulse,610079347,1050353,Country,1994,73,94,-0.68,44,0.93,0.67,0.66
Track 13901,Firefly Symphony,287266838,3822440,House,1991,14,81,0.41,63,0.96,0.75,0.78
Track 53849,DJ Thunder,464552825,1714531,Rock,2024,37,103,-0.54,21,0.12,0.21,0.23
Track 97641,Retro Resonance,750356900,1102356,R&B,2018,27,90,-0.14,38,0.4,0.73,0.54
Track 61681,ElectroPulse,440745943,519214,Pop,1998,51,63,-0.13,34,0.65,0.04,0.47
Track 99727,Crimson Echo,633215756,547557,K-Pop,2025,91,86,0.79,37,0.27,0.49,0.36
Track 80300,The Midnight Howl,703376436,421254,Metal,2025,74,96,-1.0,14,0.15,0.03,0.78
Track 72824,Ava & The Ocean,766611079,2532813,Techno,1997,99,37,0.73,33,0.15,0.21,0.75
Track 48449,Crimson Echo,699587362,1998631,Rock,2010,51,30,-0.61,24,0.92,0.79,0.62
Track 6715,Aurora Soundwave,284721742,3047081,Drum & Bass,2005,100,7,-0.42,25,0.75,0.37,0.38
Track 51194,Crimson Echo,433947980,1681088,Electronic,2004,72,50,0.55,31,0.89,0.51,0.89
Track 87166,Shadow Beats,506121541,675520,Indie,2020,82,4,0.35,31,0.53,0.1,0.15
Track 3994,EchoSync,170245131,1803900,Metal,2002,24,12,0.17,62,0.86,0.16,0.47
Track 22991,Retro Resonance,466228537,1816720,K-Pop,2007,99,22,0.15,49,0.87,0.7,0.38
Track 77748,Bass Surge,658706253,4306597,Trap,2018,18,20,-0.97,25,0.19,0.22,0.45
Track 36962,Ava & The Ocean,297653984,3817601,Hip-Hop,2009,99,31,-0.84,23,1.0,0.87,0.36
Track 52273,Liam Harper,644928760,3905266,Pop,2024,99,24,-0.39,75,0.82,0.09,0.15
Track 56059,Aurora Soundwave,673920716,1868792,Lo-Fi,2018,3,67,-0.32,59,0.6,0.9,0.53
Track 97248,Celestial Harmony,396644557,2055706,Synthwave,2003,100,96,-0.88,71,0.73,0.7,0.82
Track 14154,Sofia Carter,126701216,3104081,Reggae,2012,46,74,-0.88,32,0.17,0.14,0.13
Track 3713,The Midnight Howl,667825710,3292217,House,2019,78,86,0.72,25,0.9,0.86,0.54
Track 33130,DJ Thunder,94967667,2874861,Pop,2021,63,63,0.43,15,0.24,0.28,0.78
Track 46459,Firefly Symphony,15903482,1111315,Folk,2025,96,88,-0.41,3,0.49,0.9,0.61
Track 2674,ElectroPulse,731246782,4661516,Techno,2021,31,12,-0.18,61,0.71,0.94,0.53
Track 88075,EchoSync,585344603,1375506,Country,2018,95,44,0.46,16,0.84,0.05,0.39
Track 28325,DJ Thunder,186908115,2354695,Punk,2007,37,13,-0.74,27,0.32,0.69,0.91
Track 39080,The Midnight Howl,586264259,4225149,K-Pop,1995,19,52,0.14,94,0.17,0.43,0.51
Track 14485,Jay Zenith,83022500,2738238,Pop,1997,75,12,-0.85,31,0.65,0.58,0.51
Track 11873,Bass Surge,50532443,3867975,Hip-Hop,1997,49,63,-0.09,53,0.94,0.84,0.13
Track 56193,Firefly Symphony,212837299,2445132,R&B,2013,20,66,-0.98,82,0.95,0.83,0.83
Track 28808,Liam Harper,218661774,2760371,Drum & Bass,2023,100,58,0.65,44,0.66,0.81,0.44
Track 3919,Firefly Symphony,283051633,613173,Electronic,2013,37,36,-0.42,87,0.98,0.84,0.6
Track 57790,Liam Harper,334260142,1562797,Trap,2009,87,14,0.64,86,0.87,0.87,0.78
Track 29240,Retro Resonance,708627804,4271298,Reggae,2001,17,11,-0.41,4,0.38,0.61,0.68
Track 44979,Liam Harper,359657773,3257866,Country,2013,64,4,0.08,27,0.18,0.89,0.47
Track 53476,Shadow Beats,632960581,117089,Latin,1999,19,25,0.63,14,0.87,0.68,0.26
Track 47737,Urban Rhapsody,571398193,365037,Blues,2022,56,100,-0.39,76,0.68,0.56,0.73
Track 7048,Sofia Carter,599654180,2195071,Rock,2001,34,76,0.81,34,0.94,0.81,0.33
Track 13885,Bass Surge,87332820,3657534,Pop,2012,73,50,-0.41,60,0.29,0.53,0.24
Track 46499,DJ Thunder,385284388,4471539,Indie,1993,8,86,0.37,26,0.25,0.91,0.58
Track 82479,Aurora Soundwave,655857333,4243764,Techno,1998,61,65,-0.78,3,0.85,0.24,0.75
Track 8853,Sofia Carter,118564747,385357,Reggae,2007,45,29,-0.03,20,0.66,0.98,0.31
Track 96005,DJ Thunder,103971469,3241223,EDM,2002,19,38,-0.57,77,0.12,0.62,0.58
Track 34355,EchoSync,111891946,3151521,Blues,2008,6,13,0.44,11,0.48,0.15,0.13
Track 59759,Bass Surge,579227191,1388769,Country,2017,44,64,-0.78,93,0.62,0.48,0.67
Track 34544,Bass Surge,265502635,1872351,Indie,2017,39,17,-0.22,16,0.89,0.14,0.87
Track 56987,Liam Harper,342080811,4845122,Latin,2003,13,72,-0.36,75,0.73,0.4,0.13
Track 74161,Horizon Flow,469999018,4347589,Latin,2013,71,49,-0.03,6,0.71,0.45,0.53
Track 77591,Luna Nova,743233478,2846044,Blues,1995,97,32,0.22,73,0.85,0.1,0.16
Track 42400,Urban Rhapsody,309391075,3796927,Rock,2010,90,57,0.54,8,0.25,0.88,0.23
Track 64836,Shadow Beats,204443600,4116067,Jazz,1998,93,42,0.92,92,0.85,0.69,0.6
Track 94414,DJ Thunder,105109922,150282,Country,1993,10,18,0.04,85,0.55,0.13,0.46
Track 34623,Sofia Carter,741721743,4081048,Reggae,2024,37,34,-0.76,72,0.81,0.23,0.75
Track 19731,Luna Nova,63444383,1894944,Latin,2009,46,86,0.18,39,0.56,0.22,0.61
Track 40935,Liam Harper,80421737,845856,Punk,1996,6,19,0.41,77,0.54,0.48,0.46
Track 28994,Sofia Carter,288363005,1297750,R&B,2011,47,73,0.34,33,0.96,0.61,0.97
Track 77780,Samantha Lee,144410047,196260,Electronic,2011,71,97,-0.21,42,0.37,0.78,0.53
Track 72465,Liam Harper,694412340,2380821,Folk,1991,44,59,0.61,15,0.36,0.43,0.45
Track 88801,Celestial Harmony,768668185,1636871,Punk,2020,36,68,-0.85,38,0.67,0.95,0.4
Track 51740,EchoSync,668986579,4695653,Folk,1993,41,87,0.8,4,0.12,0.93,0.9
Track 12109,Sofia Carter,40683963,1537212,Synthwave,2010,26,72,0.77,14,0.91,0.74,0.26
Track 12794,Firefly Symphony,257736384,180704,Country,1992,2,65,0.78,56,0.88,0.42,0.62
Track 88876,Neon Vortex,59737342,2287703,Latin,2000,7,97,0.82,69,0.92,0.42,0.91
Track 73587,The Midnight Howl,636150466,1430847,K-Pop,1997,60,9,-0.47,87,0.82,0.9,0.61
Track 35797,Urban Rhapsody,399469328,4036877,Drum & Bass,1997,33,88,0.56,62,0.82,0.65,0.48
Track 75048,Retro Resonance,384587709,2412980,Blues,1991,82,33,-0.08,54,0.51,0.89,0.44
Track 81440,Liam Harper,549143544,2206087,Reggae,1992,17,80,0.06,55,0.75,0.73,0.82
Track 44899,Jay Zenith,378043014,2422869,House,2006,92,5,-0.12,62,0.64,0.86,0.86
Track 15851,Jay Zenith,225013616,3517023,Drum & Bass,2007,15,3,0.49,35,0.57,0.34,0.82
Track 33813,Firefly Symphony,671235859,1585500,R&B,2012,33,72,-0.62,68,0.84,0.24,0.48
Track 16473,Jay Zenith,423539547,1670989,EDM,1993,64,40,-0.09,35,0.52,0.87,0.97
Track 85943,Liam Harper,516223918,2444197,Latin,1992,81,6,-0.64,46,0.46,0.25,0.87
Track 8501,Celestial Harmony,240748935,4986985,Rock,2000,86,92,0.92,15,0.55,0.63,0.86
Track 38954,Shadow Beats,615315029,2323087,Punk,2025,85,69,-0.86,50,0.2,0.45,0.86
Track 34882,Bass Surge,653784503,3532960,Jazz,1991,51,96,0.1,49,0.74,0.18,0.51
Track 58512,Jay Zenith,669521971,4738887,Rock,1994,51,72,0.43,63,0.83,0.64,0.84
Track 11837,Horizon Flow,671265574,4433055,Indie,2019,52,6,0.01,63,0.95,0.11,0.2
Track 55910,Aurora Soundwave,100741004,2663133,Country,2002,65,60,-0.32,6,0.88,0.71,0.11
Track 7623,Crimson Echo,684145496,2624125,Indie,1995,93,47,0.79,79,0.12,0.07,0.88
Track 21097,Horizon Flow,466709191,1417264,K-Pop,1999,81,21,0.4,30,0.87,0.81,0.17
Track 96978,ElectroPulse,201689052,613220,Pop,2015,61,10,-0.05,62,0.13,0.43,0.23
Track 68682,Samantha Lee,511080543,1488751,House,2003,97,8,0.83,45,0.33,0.71,0.76
Track 78685,Liam Harper,446337551,3515339,Rock,2003,88,42,-0.14,90,0.18,0.82,0.95
Track 40227,Jay Zenith,653746843,1713650,Synthwave,1990,28,72,-0.69,13,0.68,0.79,0.36
Track 84068,Shadow Beats,53704404,4942660,Jazz,2024,83,98,0.21,66,0.94,0.39,0.96
Track 57085,Crimson Echo,12490366,4438617,Drum & Bass,2023,28,96,0.02,60,0.99,0.46,0.81
Track 83604,Liam Harper,456390194,1252096,Folk,1991,69,43,0.89,74,0.11,0.88,0.38
Track 22266,DJ Thunder,484153350,2192885,Reggae,1990,34,74,-0.17,81,0.83,0.49,0.56
Track 31899,Celestial Harmony,54154386,3199124,R&B,1991,13,72,-0.21,83,0.34,0.51,0.4
Track 97880,Luna Nova,426871456,4298018,Rock,2021,66,48,-0.55,54,0.53,0.56,0.84
Track 37541,Firefly Symphony,290861549,4177422,House,2018,94,33,0.32,1,0.98,0.07,0.9
Track 63963,Urban Rhapsody,652820492,2464728,Reggae,2005,29,21,-0.45,26,0.64,0.76,0.85
Track 35360,Ava & The Ocean,65128609,1290271,House,2022,11,21,0.69,74,0.33,0.3,0.16
Track 31673,Jay Zenith,572140191,3676820,Pop,1994,80,64,-0.48,25,0.54,0.22,0.6
Track 37678,Luna Nova,36094663,2935660,R&B,1990,2,74,0.86,89,0.27,0.47,0.51
Track 73582,DJ Thunder,562568530,1796807,Synthwave,2001,78,28,-0.97,68,0.58,0.24,0.59
Track 80976,Ava & The Ocean,373418707,1049066,Metal,1998,92,15,0.09,85,0.47,0.44,0.66
Track 65882,Horizon Flow,716001473,4513020,Rock,2011,83,60,-0.4,22,0.71,0.35,0.95
Track 21505,Aurora Soundwave,689190250,4571182,Electronic,1996,59,26,0.11,29,0.67,0.56,0.87
Track 2006,The Midnight Howl,162364019,141708,Hip-Hop,2019,40,94,-0.98,5,0.65,0.74,0.59
Track 60070,Luna Nova,467364040,2695978,Folk,2023,8,53,-0.31,78,0.36,0.9,0.76
Track 49783,EchoSync,63238927,2182616,Blues,2004,68,61,-0.43,39,0.16,1.0,0.52
Track 53750,ElectroPulse,798269101,401248,Hip-Hop,2024,70,88,0.35,48,0.27,0.94,0.57
Track 51514,Aurora Soundwave,59689861,3086556,R&B,2000,96,68,-0.83,74,0.44,0.75,0.64
Track 77304,Ava & The Ocean,681351757,3228239,Electronic,2020,79,11,0.89,42,0.1,0.57,0.16
Track 81637,Horizon Flow,446518776,1319618,Folk,2021,75,46,-0.04,54,0.8,0.57,0.13
Track 92826,Jay Zenith,5072066,3353172,Blues,2017,11,68,0.17,90,0.91,0.59,0.43
Track 35427,Urban Rhapsody,776338604,4903078,Drum & Bass,2007,32,63,0.79,22,0.9,0.05,0.47
Track 95333,The Midnight Howl,245398510,3151385,Indie,2023,53,65,0.27,2,0.82,0.85,0.42
Track 3476,Crimson Echo,503032013,3790234,Hip-Hop,2010,91,5,0.14,1,0.22,0.16,0.98
Track 37024,Liam Harper,287971083,4745562,Drum & Bass,2003,90,92,-0.19,42,0.39,0.26,0.2
Track 33906,Retro Resonance,163253982,2671052,Electronic,2005,40,83,-0.09,6,0.67,0.94,0.3
Track 25627,Luna Nova,697571181,2619033,Jazz,2019,51,72,0.81,0,0.32,0.75,0.99
Track 35467,The Midnight Howl,678163282,127300,Blues,1999,84,81,0.83,13,0.37,0.32,0.2
Track 28608,Liam Harper,430797789,4434505,Pop,2002,5,64,0.47,9,0.72,0.68,0.9
Track 66460,Bass Surge,51951232,1410795,Rock,2019,20,31,0.99,47,0.93,0.7,0.75
Track 30847,Urban Rhapsody,34322111,3628099,Drum & Bass,2000,30,18,0.15,70,0.47,0.99,0.21
Track 32101,Firefly Symphony,123450571,3268922,Drum & Bass,1996,4,50,0.86,55,0.29,0.73,0.26
Track 37410,Urban Rhapsody,482217121,3561033,Techno,2009,86,47,-0.08,59,0.38,0.34,0.72
Track 38148,Sofia Carter,91282321,817412,Country,1990,25,91,-0.0,96,0.57,0.83,0.54
Track 10910,Retro Resonance,389353076,3396283,Latin,2005,55,25,-0.03,35,0.88,0.73,0.35
Track 63883,The Midnight Howl,745740630,1739101,Pop,2006,28,40,-0.11,73,0.26,0.33,0.37
Track 29974,Sofia Carter,797184642,4492415,Drum & Bass,2018,82,56,0.19,30,0.82,0.28,0.36
Track 62540,Samantha Lee,180814775,4881256,Electronic,1993,20,87,0.26,36,0.15,0.39,0.67
Track 95274,The Midnight Howl,255934489,2628422,Country,1996,40,47,-0.74,62,0.33,0.29,0.25
Track 18411,Urban Rhapsody,540644192,316476,Hip-Hop,1991,84,74,0.63,47,0.85,0.83,0.65
Track 41312,Samantha Lee,499840047,2044121,Lo-Fi,2010,40,51,-0.03,88,0.67,0.03,0.95
Track 21083,Crimson Echo,229188285,1547086,Metal,1997,69,93,0.87,2,0.1,0.79,0.61
Track 3193,Horizon Flow,225971353,608840,Indie,2001,73,102,0.18,25,0.98,0.94,0.93
Track 52860,Liam Harper,377751773,2698374,Indie,2023,31,51,-0.11,88,0.12,0.31,0.63
Track 46705,Neon Vortex,638460425,625834,Pop,1999,61,34,-0.41,76,0.75,0.33,0.89
Track 5496,Sofia Carter,668234716,4882752,Drum & Bass,2020,23,71,-0.08,36,0.73,0.46,0.94
Track 17951,Aurora Soundwave,394703217,3550578,Punk,1991,98,31,0.95,82,0.13,0.66,0.71
Track 99393,Sofia Carter,546345530,4729144,Drum & Bass,2025,6,46,-0.23,61,0.31,0.22,0.69
Track 67341,Horizon Flow,522464057,4734844,Jazz,2014,34,18,0.95,26,0.72,0.02,0.42
Track 29414,Samantha Lee,726753197,568625,Trap,2020,44,35,0.39,29,0.28,0.29,0.15
Track 49279,Retro Resonance,184484876,3825882,Indie,2025,74,25,0.74,75,0.35,0.12,0.89
Track 61266,Retro Resonance,417810101,1517374,Synthwave,2009,39,68,0.08,99,0.38,0.25,0.91
Track 43711,Aurora Soundwave,637845604,4822822,EDM,2017,77,67,-0.91,2,0.9,0.58,0.3
Track 56800,The Midnight Howl,294346827,4221785,Blues,2018,26,57,0.07,6,0.87,0.7,0.51
Track 54965,ElectroPulse,322225500,3279353,Trap,2002,16,25,-0.28,42,0.81,0.39,0.16
Track 38896,The Midnight Howl,154178111,2724151,EDM,2003,7,18,0.42,86,0.79,0.19,0.53
Track 56879,Bass Surge,507391616,2788132,Lo-Fi,2016,52,23,0.53,57,0.12,0.48,0.3
Track 57549,Samantha Lee,447838410,847658,Electronic,2023,52,92,0.3,84,0.26,0.15,0.15
Track 71211,DJ Thunder,614293668,1654156,Folk,2020,42,16,-0.63,69,0.79,0.04,0.65
Track 17097,Luna Nova,776285051,4323037,Jazz,1996,14,84,-0.72,47,0.16,0.29,0.29
Track 54248,Jay Zenith,613953905,4270569,Reggae,2025,68,59,0.59,31,0.92,0.41,0.56
Track 23576,Firefly Symphony,202449027,2763103,Trap,2018,6,45,0.94,23,0.2,0.8,0.77
Track 41284,ElectroPulse,97095173,3603409,Country,1992,92,14,0.62,51,0.6,0.32,0.53
Track 30562,Jay Zenith,597617600,3144680,House,1996,36,51,0.47,9,0.53,0.72,0.59
Track 13845,Samantha Lee,717946013,4136247,Synthwave,2014,29,47,-0.17,76,0.52,0.22,0.6
Track 18247,Bass Surge,127165541,3866703,Indie,2010,94,97,-0.89,58,0.4,0.09,0.3
Track 21187,Retro Resonance,57090266,2889445,Lo-Fi,2024,80,59,0.66,80,0.39,0.4,0.86
Track 79686,Firefly Symphony,6995137,4242786,Synthwave,1991,3,92,0.67,81,0.85,0.21,0.3
Track 28984,Luna Nova,567259341,4618863,Pop,2001,65,6,-0.73,44,0.63,0.35,0.9
Track 41804,EchoSync,11395222,3161120,EDM,2003,33,25,0.1,77,0.88,0.24,0.66
Track 4575,Firefly Symphony,149522003,4090430,Punk,2025,8,65,0.89,67,0.79,0.32,0.75
Track 80239,Jay Zenith,658733093,862971,Country,2012,66,27,0.44,50,0.22,0.16,0.64
Track 39035,Aurora Soundwave,785317730,2704386,Folk,2023,70,30,1.0,94,0.74,0.84,0.14
Track 39959,Celestial Harmony,28273190,4753074,Reggae,2023,16,65,-0.15,98,0.49,0.94,0.72
Track 63099,Shadow Beats,54580577,3110929,House,2012,100,17,-0.88,44,0.85,0.21,0.38
Track 53595,Retro Resonance,263840420,4131795,Drum & Bass,2010,47,14,-0.96,97,0.92,0.22,0.36
Track 78438,Horizon Flow,455780355,4446201,EDM,2013,17,21,0.6,37,0.42,0.4,0.4
Track 26358,Celestial Harmony,385145496,3403818,Indie,2025,8,13,-0.48,60,0.9,0.21,0.62
Track 82194,Sofia Carter,509811092,1519177,Jazz,2000,5,11,0.35,86,0.21,0.95,0.45
Track 97817,Celestial Harmony,411736825,3185049,Blues,2023,32,73,0.36,87,0.47,0.55,0.89
Track 93299,EchoSync,520220210,4288076,Indie,1999,6,84,-0.05,49,0.57,0.79,0.12
Track 87332,Liam Harper,484088067,2616733,Pop,1995,79,46,-0.16,29,0.67,0.78,0.19
Track 50825,Celestial Harmony,77120446,1838627,Folk,2025,37,94,0.24,49,0.45,0.03,0.61
Track 56745,Urban Rhapsody,412121983,4809676,Trap,2004,53,19,0.94,0,0.88,0.35,0.88
Track 46250,Samantha Lee,775957116,2351634,Lo-Fi,1992,91,101,0.54,88,0.88,0.88,0.19
Track 84628,ElectroPulse,136136526,677321,Trap,2003,4,65,0.5,82,0.98,0.48,0.69
Track 38801,Crimson Echo,650912127,4027289,Metal,2011,59,19,-0.3,72,0.37,0.23,0.12
Track 79124,Urban Rhapsody,622938034,509200,Drum & Bass,2019,62,16,-0.2,61,0.29,0.98,0.96
Track 3590,Ava & The Ocean,345264126,1819777,Reggae,2007,75,70,-0.8,48,0.49,0.05,0.44
Track 30734,Luna Nova,71687833,2847330,Drum & Bass,1997,61,7,-0.6,81,0.86,0.76,0.34
Track 82956,EchoSync,609760883,4063186,Synthwave,2025,56,13,0.9,86,0.12,0.49,0.91
Track 54440,Bass Surge,279169698,3255875,Blues,1994,94,49,0.16,41,0.37,0.41,0.88
Track 40710,The Midnight Howl,570233834,2965491,House,2020,33,64,-0.77,63,1.0,0.33,0.18
Track 46542,Aurora Soundwave,247384959,1478806,Folk,2009,14,51,-0.43,9,0.82,0.23,0.52
Track 41883,Aurora Soundwave,327803248,4619150,Synthwave,2020,39,6,-0.11,47,0.18,0.06,0.94
Track 93087,Sofia Carter,701617269,3390575,Pop,1999,28,54,0.73,54,0.63,0.59,0.81
Track 16220,Retro Resonance,582463205,2850143,Indie,2017,7,61,0.5,95,0.87,0.24,0.82
Track 17231,Jay Zenith,304990274,4007644,Jazz,2021,85,64,0.51,63,0.25,0.95,0.65
Track 79870,Shadow Beats,169567012,2977402,Blues,2020,3,102,0.86,91,0.99,0.06,0.82
Track 9222,Retro Resonance,299532681,542766,Country,2003,88,94,-0.64,15,0.21,0.28,0.91
Track 89796,Sofia Carter,733490122,2647357,Techno,2011,99,9,0.18,89,0.3,0.81,0.11
Track 44931,Retro Resonance,529528129,4101245,Latin,2011,82,11,-0.57,91,0.13,0.39,0.73
Track 87459,Bass Surge,523914678,1965452,Reggae,1991,35,81,-0.4,71,0.77,0.02,0.45
Track 93260,The Midnight Howl,729859700,2379235,Reggae,1993,7,1,0.48,96,0.8,0.47,0.31
Track 93303,Crimson Echo,588283573,654374,K-Pop,2017,30,14,0.71,76,0.7,0.65,0.53
Track 32448,Shadow Beats,210010659,3026474,Hip-Hop,1992,88,80,0.89,53,0.16,0.18,0.63
Track 63716,Crimson Echo,157557344,275165,Lo-Fi,2007,27,61,-0.91,20,0.2,0.33,0.84
Track 54222,Jay Zenith,95014904,4733526,Jazz,2015,78,10,0.42,72,0.27,0.44,0.58
Track 65895,Luna Nova,786318128,1133836,Synthwave,2017,24,67,-0.43,80,0.64,0.66,0.6
Track 52811,Firefly Symphony,162847447,2387208,Hip-Hop,2007,44,29,0.77,10,0.27,0.11,0.27
Track 94142,Bass Surge,546336572,1161215,Metal,2005,95,34,-0.55,99,0.86,0.19,0.12
Track 32083,Firefly Symphony,709510828,4703064,Techno,2012,44,100,0.66,53,0.92,0.01,0.75
Track 27901,The Midnight Howl,459293060,3199525,Jazz,2020,10,48,0.27,67,0.84,0.75,0.62
Track 49664,EchoSync,251854964,4865011,Blues,2017,79,70,-0.57,91,0.94,0.33,0.21
Track 51132,Retro Resonance,289733574,4097259,Folk,2003,53,72,-0.05,36,0.58,0.86,0.65
Track 53307,DJ Thunder,281294361,1030239,Drum & Bass,2012,45,28,0.92,86,0.49,0.3,0.16
Track 10521,The Midnight Howl,637849916,1708298,Drum & Bass,2006,57,92,-0.05,0,0.65,0.92,0.46
Track 89515,Jay Zenith,199587394,3568223,Synthwave,1991,58,34,-0.93,93,0.66,0.57,0.87
Track 84302,EchoSync,654711237,635073,Drum & Bass,2023,38,33,1.0,88,0.13,0.99,0.32
Track 90756,Bass Surge,22910268,4327758,Trap,2022,30,28,0.95,58,0.1,0.35,0.6
Track 77494,Jay Zenith,403618863,307860,Latin,2016,45,91,-0.79,37,0.55,0.8,0.32
Track 82747,Neon Vortex,643796558,223736,Drum & Bass,2011,76,7,0.62,29,0.83,0.58,0.63
Track 86827,Samantha Lee,597929784,424025,Jazz,2009,11,20,0.08,64,0.79,0.75,0.3
Track 18396,EchoSync,679220433,336071,Trap,2021,70,75,-0.39,80,0.52,0.82,0.52
Track 90917,Retro Resonance,37282098,2382804,Country,1999,27,61,0.29,20,0.53,0.17,0.34
Track 1086,Shadow Beats,302084030,689082,Hip-Hop,2001,91,72,0.53,57,0.85,0.56,0.74
Track 16903,EchoSync,442534376,1794139,Punk,2012,68,93,0.4,70,0.49,0.53,0.26
